Title,Global Sentiment
" U.K.'s FTSE 100 Index Gains 0.4%, Reaching 11-Week High",0
 10-Year Treasuries Yield Rises to 2.99%,0
 West Texas Intermediate Crude Falls 1.2% to $67.80 a Barrel,1
" Gold Rises 0.5% to $1,332.02 an Ounce.",-1
U.S. Stocks Fall and Euro Erases Gains Amidst European Division,-1
France and Germany Disagree on European Bailout Fund Boost,-1
Federal Reserve Reports Companies Growing More Pessimistic About Economy,-1
Apple Inc. Sees Largest Slide Since 2008 Due to Earnings Shortfall,-1
Financial Shares in S&P 500 Index Lose 1.7 Percent,-1
S&P GSCI Index of Commodities Drops 1.7 Percent,-1
Banks Lobby Against Forced Recapitalizations and Larger Greek Debt Writedowns,-1
France and Germany Reportedly Agree to Boost Bailout Fund to 2 Trillion Euros,-1
German Finance Minister Suggests Bailout Fund May Increase to Maximum of 1 Trillion Euros,-1
 Federal Reserve Reports Continued Economic Expansion Despite Doubts About Recovery Strength,-1
" Apple's Profit Trails Analysts' Estimates, Leading to 5.6 Percent Slump",-1
 Citigroup Agrees to Pay $285 Million to Settle SEC Claims of Misleading Investors,-1
 Morgan Stanley's Gain Trimmed After Accounting Gain from Debt Valuations,0
 Intel Corp. Forecasts Fourth-Quarter Sales Exceeding Some Analysts' Projections,1
 S&P 500 Rebounds 10 Percent from 13-Month Low on Oct. 3,-1
 Earnings Season Indicates Economy is Not Weakening,-1
 Homebuilders' Gains Erased Despite Commerce Department Report of Increased Work,0
 Spanish Bonds Slump After Moody's Downgrades Ranking,-1
 Irish Two-Year Yield Surges for Third Day,0
 MSCI Emerging Markets Index Rises 0.6 Percent After Previous Slide,-1
 South Korea Strengthens Currency-Swap Accord with Japan to $70 Billion.,0
"Stocks, Euro Advance as EU Crafts $1.3 Trillion Rescue Fund",-1
U.S. Stocks and Euro Recover from Earlier Losses,1
Treasuries Fall and Commodities Pare Losses,1
Europe May Combine Temporary and Permanent Rescue Funds,0
Merkel and Sarkozy Call for Ambitious Plan to Tackle Crisis,0
Financial Shares in S&P 500 Reverse Earlier Slide,1
EBay Inc. Forecasts Sales and Profit Below Analyst Estimates,-1
U.S. Equities Climb as Philadelphia's Economic Index Signals Expansion,1
European Banks Lead Losses Amid Bailout Fund Concerns,-1
 Spanish 10-Year Bond Yield Rises After Moody's Credit Ranking Cut,0
 MSCI Emerging Markets Index Sees Biggest Decline in Two Weeks,-1
 Shanghai Composite Index Hits 31-Month Low Amid Lending Concerns,-1
"Stocks, Copper, Euro Gain on Europe Optimism; Yen Reaches Record",1
U.S. Shares Reach Two-Month High Amid Speculation of Europe Resolving Debt Crisis,1
Spain and Italy's Government Bonds Gain Amid Market Optimism,1
European Finance Ministers Begin Six-Day Negotiation to Prevent Greek Default,1
France Retreats in Clash with Germany Over Expansion of Bailout Fund,1
S&P 500 Extends Gains After Federal Reserve Vice Chairman Suggests Further Monetary Easing,1
European Governments Consider Combining Temporary and Permanent Rescue Funds,1
Federal Reserve May Resume Buying Securities to Spur U.S. Growth,1
Banks in the Stoxx Europe 600 Index Advance 3.8 Percent,1
" McDonald's Corp. Beats Average Analyst Profit Estimate, Shares Rally",1
 Yen Appreciates to Record High Versus Dollar,1
" Italy's 10-Year Bond Yield Drops, Spanish 10-Year Bonds Snap Nine-Day Decline",1
 European Central Bank Buys Small Amounts of Spanish and Italian Government Debt,1
 France Softens Stance on Expanding the Rescue Fund.,1
"Stocks Surge, Almost Erasing 2011 Loss in S&P 500 Index",1
Europe Makes Progress in Debt-Crisis Talks,1
Caterpillar Inc.'s Earnings Beat Forecasts,1
Takeovers Lift Health-Insurance and Software Companies,1
Commodities Rise on Signs of Asian Growth,1
China's Manufacturing May Grow in October,1
Japanese Exports Rise More Than Expected,1
 M&A Cycle Indicates Economy Growth,1
 S&P 500 Rebounds from 13-Month Low,1
 Caterpillar Posts Third-Quarter Net Income Above Estimates,1
 Federal Housing Finance Agency Announces Plan to Help Homeowners Refinance,1
 Corporate Bond Investors Drive Down Relative Yields,1
 U.S. Gross Domestic Product Rises in Third Quarter,1
 BHP Billiton Ltd. and Rio Tinto Group Advance in Mining Companies,1
 Angela Merkel Seeks Backing to Bolster Euro Bailout Fund,1
 Euro Area Seeks Deeper Losses for Holders of Greek Bonds,1
 Euro Advances to Strongest in Over a Month,1
" Copper, Aluminum, Nickel, Lead, Zinc and Tin Rise",1
 Japan's Nikkei 225 Stock Average Adds 1.9 Percent,1
 MSCI Emerging Markets Index Advances,1
 Chinese Purchasing Managers Index Reaches Five-Month High,1
 Turkey Struck by Most Powerful Earthquake in Over a Decade.,1
U.S. Stocks Slide Amid Disappointing Earnings and Economic Reports,-1
Uncertainty Over European Debt-Crisis Talks Impacts Global Markets,-1
Treasuries Rally and Oil Surges on Signs of Falling Supplies,1
Amazon.com Inc. Retreats 15 Percent After Missing Profit Forecasts,-1
Cancellation of EU Finance Ministers Meeting Spurs Concern Over Debt Crisis Resolution,-1
3M Co. and United Parcel Service Inc. Slip on Lower-Than-Estimated Earnings,-1
U.S. Consumer Confidence Sinks to Lowest Since March 2009,-1
Netflix Inc. Slumps 35 Percent After Posting Bigger-Than-Forecast User Losses,-1
" Amazon Misses Analyst Profit Estimate by 42 Percent, May Post Q4 Operating Loss",-1
" U.S. Consumer-Sentiment Index Decreases, Property Values Fall",-1
 Oil in New York Jumps 2.1 Percent to $93.17 a Barrel,1
 Euro Weakens Against Eight of 16 Major Peers,-1
 European Policy Makers Negotiate with Banks Over Greek Debt Losses,-1
 New Zealand Dollar Weakens After Government Reports Slowed Inflation,-1
" India's Stocks Rise to a Three-Month High, Rupee Surges",1
 Reserve Bank of India Boosts Benchmark Rate for the 13th Time Since March 2010.,1
Stocks Rally as European Leaders Reach Agreement on Bank Recapitalization,0
Euro Erases Losses Amid Progress in Debt Talks,0
Oil Prices Slide Following Increase in U.S. Supplies,-1
S&P 500 Index Recoups Half of Previous Day's Losses,1
Ten-Year Treasury Yields Climb 10 Basis Points,1
EU Leaders Agree on Plan to Recapitalize Banks at Brussels Summit,1
China May Respond to European Request to Invest in Bailout Fund,1
"Energy, Financial and Commodity Companies Lead Gains in S&P 500",1
" Boeing Co. Earnings Top Analysts' Estimates, Shares Climb",1
" Amazon.com Inc. Profit Plunges, Shares Tumble",-1
 Goldman Sachs Group Inc. Could Profit from Buying Part of MF Global Holdings Ltd.,1
" U.S. Durable Goods Orders Increase, Indicating Manufacturing Will Sustain Economic Expansion",1
 New Home Purchases Rise More Than Expected,1
 Nickel and Wheat Lead Losses in Commodities,-1
 Gold Futures Rally to One-Month High,1
 Treasuries Decline After U.S. Sells $35 Billion of Five-Year Securities,1
 Emerging Markets Stocks Add 0.7 Percent,1
 Shanghai Composite Index and Russia's Micex Index Increase,1
 Turkey's ISE National 100 Index Slips as Central Bank Halts Daily Lending.,-1
"S&P 500 Extends Best Month Since 1974, Euro Rises on Debt Accord",1
European Leaders Agree to Expand Bailout Fund to Stem Debt Crisis,1
Euro Surges as Rescue Fund Boosted to 1 Trillion Euros,1
U.S. Economy Expands at Fastest Pace in a Year,1
"JPMorgan Chase & Co., Citigroup Inc., and Bank of America Corp. Surge, Leading Financial Companies in S&P 500",1
"S&P 500 Rebounds 17% Since October 3, Fueled by Better-Than-Estimated Corporate Earnings",1
 U.S. Economy Grows at 2.5% Annual Rate in Third Quarter,1
 European Banks Lead Gains as Stoxx Europe 600 Index Climbs to 12-Week High,1
 EU Agreement with Investors Prevents Triggering of $3.7 Billion of Debt-Insurance Contracts,1
" Euro Surges to $1.4187, Strengthening Against Eight of 16 Major Peers",1
" S&P GSCI Index of 24 Commodities Gains 3%, Led by Metals and Oil",1
" Oil Advances to Highest Level in Almost Three Months, Erasing Previous Slump.",1
"Most U.S. Stocks Retreat as Euro Falls, Copper Posts Weekly Gain",0
U.S. Consumer Confidence and Spending Data Fails to Boost Equities,0
Euro Slumps as Italian Borrowing Costs Increase,-1
Copper Futures Complete Biggest Weekly Rally Since 1988,0
S&P 500 Completes Fourth Straight Weekly Advance,0
Consumer Confidence Tops Economists Projections in October,0
Growth in American Spending Tripled in October Versus September,0
European Regional Rescue Fund Boosted to 1 Trillion Euros,0
 Italy's Borrowing Costs Rise to Euro-Era Record,-1
 Hewlett-Packard Abandons Proposal to Spin Off Personal-Computer Unit,1
 Canadian Pacific Railway Surges After Pershing Square Buys 12.2% Stake,1
" Whirlpool Cuts More Than 5,000 Jobs and Lowers Annual Profit Forecast",-1
 Euro Declines from Seven-Week High Against Dollar and Yen,0
 Copper Rises as Production Declines in Chile and Labor Dispute in Indonesia Raises Supply Concerns,1
 Consumer Purchases Increase 0.6% in October,0
 Yen Climbs Toward Post-World War II Record Against Dollar,1
 Brazil's Real Performs Best Among Major Counterparts as Central Bank Sells Dollars,1
 European Union Leaders' Efforts to Stem Debt Crisis Raise Concerns.,0
"Stocks, Italian Bonds Decline Amid Bailout Concern; Yen Tumbles",-1
MSCI All-Country World Index Loses 3 Percent,-1
"Deutsche Bank AG, BNP Paribas SA and Morgan Stanley Drop at Least 8.6 Percent",-1
Standard & Poors 500 Index Slips 2.5 Percent,-1
Italian Five-Year Yields Rise 13 Basis Points to 5.88 Percent,-1
Yen Tumbles as Much as 4.6 Percent Against the Dollar,-1
Copper Futures Fall 2 Percent,-1
China Declines Role of Savior for Europe,-1
 MSCI All-Country World Index Posts Biggest Monthly Gain Since April 2009,-1
 Banks Reluctance to Lend in Europe Rises to Highest in Almost a Month,-1
" Deutsche Bank, BNP Paribas, and Morgan Stanley Lead Losses in MSCI Index",-1
 Zero-Coupon Italian Debt Maturing in December 2012 Falls Toward 94 Percent of Face Value,-1
 Yields on Italy's 10-Year Government Debt Adds Seven Basis Points,-1
 Gold Futures Drop the Most in More Than a Week,-1
 MSCI Emerging Markets Index Declines for the First Time in Seven Days,-1
"Stocks, Euro Decline as German Bunds Rally on Greek Referendum",-1
MSCI All-Country World Index Falls 3.4 Percent Amid Greek Bailout Concerns,-1
German 10-Year Yields Fall as Euro Weakens,-1
Copper and Oil Pace Losses in Commodities After China's Manufacturing Growth Cools,-1
S&P 500 Down 5.2 Percent This Week Amid Greek Uncertainty,-1
"Bank of America Corp., JPMorgan Chase & Co. Lose More Than 4 Percent",-1
 Nasdaq OMX Group Inc. and NYSE Euronext Lose After Lawmakers Propose Transaction Tax,-1
 U.S. Manufacturing Expands Less Than Forecast in October,-1
 Federal Reserve Considers Buying Mortgage-Backed Securities to Push Down Borrowing Costs,-1
 Yields on Italian 10-Year Debt Surge to 4.55 Percentage Points Above German Bunds,-1
 U.S. Treasuries Extend Biggest Rally in 30-Year Bonds Since March 2009,-1
 Merkel and Sarkozy Call for Implementation of European Deal to Write Down Greece's Debt,-1
 MSCI Emerging Markets Index Declines 2.6 Percent Amid Signs of Weakening Growth in Asia,-1
 Commodities Sink Amid Signs of Weakening Growth in Asia.,-1
"U.S. Stocks Rebound, Commodities Rise as Dollar Slips After Fed Announcement",1
Federal Reserve Chairman Ben S. Bernanke Pledges to Use Monetary Tools to Safeguard Economic Recovery,1
"S&P 500 Index Climbs 1.6 Percent, Stoxx Europe 600 Index Ends Up 0.9 Percent",1
Euro Gains Versus 10 of 16 Major Peers as European Leaders Pressure Greece to Accept Bailout,-1
"Fed Policy Makers Note Strengthening Economy, Significant Downside Risks Remain",1
S&P 500 Falls 5.2 Percent Following Greek Prime Minister's Referendum Announcement,1
"Financial, Commodity, and Energy Companies Lead Gains in S&P 500",1
"Fed Cuts 2012 Growth Forecasts, Discusses Contingency Options",1
 Cost of Insuring European Debt Falls as Investors Pare Bets on Greek Default,1
 Copper Rises 2.2 Percent Amid Speculation of Slowing Inflation in China,1
" Oil Rises 0.4 Percent in New York, First Advance in Four Days",0
 MSCI Emerging Markets Index Rises 0.9 Percent After Worst Two-Day Decline in a Month.,1
"Stocks, Oil Rise, Treasuries Drop as Greece Moves Toward Bailout",1
European Central Bank Cuts Interest Rates to Bolster Economies Amid Debt Crisis,1
"Energy, Industrial and Technology Companies Lead Gains in S&P 500",1
Jefferies Group Inc. Shares Tumble After Credit Rating Cut,0
"U.S. Service Industries Expand at Slower Pace, Consumer Confidence Plunges",1
U.S. Jobless Claims Fall to Lowest in a Month,1
S&P 500 Recovers 2011 Gain After October's Best Monthly Gain Since 1991,1
"Volatility in Treasury Market Increases, Merrill Lynch's MOVE Index Nears Year's High",1
" European Stocks Gain, Swiss Re Ltd. and Cable & Wireless Communications Plc Report Better-Than-Estimated Earnings",1
 President Obama Urges EU to Detail Debt Crisis Containment Plan at G-20 Summit.,1
"Stocks, Euro, Italian Bonds Retreat Amid G-20s IMF Disagreement",0
U.S. Jobless Rate Drops to Six-Month Low,-1
S&P 500 Experiences First Weekly Drop Since September,-1
Bank of America Corp. Shares Sink Amid Balance Sheet Concerns,-1
LinkedIn Corp. Reports Third-Quarter Loss,-1
Italian 10-Year Bond Yields Rise to Euro-Era High,-1
German 10-Year Debt Records Biggest Weekly Drop on Record,-1
G-20 Leaders Fail to Agree on Increasing IMF's Resources,-1
 Emerging Markets Attract $3.5 Billion in Week Ended Nov. 2,0
 Oil Completes Longest Streak of Weekly Gains Since 2009,0
 Jefferies Group Inc. Increases Disclosure of European Holdings,-1
 BNP Paribas and UniCredit Spa Among Banks Required to Hold Additional Capital Buffers,-1
 World Leaders Balk at Spending More to Help Bail Out Euro-Area,-1
 Slow Improvement in U.S. Economic Data,-1
 Italy Invites IMF to Monitor Implementation of Austerity Measures,-1
 Berkshire Hathaway Inc. Expected to Report Earnings After Market Close.,-1
"U.S. Stocks Recover from Early Slump, Euro Trims Losses",1
"S&P 500 Index Climbs 0.6 Percent, Closes at 1,261.12",1
Swiss Franc Slides on Report of Central Bank Weakening Currency,-1
"Oil Climbs to Three-Month High, Gold Surges to Highest Price Since September",1
10-Year Italian Bond Yields Reach Euro-Era Record of 6.68 Percent,1
Stark Predicts End of Europe's Debt Crisis Within Two Years,0
Amgen Inc. Rallies 5.9 Percent After Announcing $5 Billion Stock Repurchase,1
"Jefferies Group Inc. Cuts Holdings in Sovereign Debt of Portugal, Italy, Ireland, Greece, and Spain",1
"Stoxx Europe 600 Index Loses 0.6 Percent, Insurance, Industrial and Real-Estate Companies Lead Losses",0
 Italian 10-Year Bond Yield Trims Gains After Climbing 31 Basis Points,1
 Berlusconi Struggles to Hold Power Amid Reports of Imminent Resignation,1
 Swiss Franc Falls Against All 16 Most-Traded Peers,-1
" Gold Futures Rise 2.5 Percent to $1,799.90 an Ounce",1
" Oil Climbs to Three-Month High in New York, Settles at $95.52 a Barrel",1
" MSCI Emerging Markets Index Increases 0.2 Percent, Rebounds from 0.7 Percent Drop.",1
U.S. Stocks and Euro Rise as Berlusconi Plans to Step Down,1
S&P 500 Index Climbs 1.2 Percent Amid Italian Political Changes,1
Euro Appreciates 0.5 Percent as Berlusconi Agrees to Step Down,1
Commodities Rally as Oil Climbs to Three-Month High,1
Ten-Year Treasury Yields Gain Four Basis Points,1
Financial Shares Lead Gains in S&P 500,1
U.S. Benchmark Indexes Rebound for Second Day,1
"Wheat, Zinc, and Sugar Lead Advance in Commodities",1
U.S. Treasuries Gain on Concern Over Italy's Sovereign-Debt Problems,1
 Earnings Reports Help Europe's Benchmark Stock Index Maintain Gains,1
 Berlusconi's Resignation Offer Intensifies as Bond Yields Climb,1
 European Finance Ministers Pledge to Roll Out Rescue Fund,1
 MSCI Emerging Markets Index Remains Unchanged,1
 South Korean Chipmakers Retreat as Prices for Dynamic Random Access Memory Decline.,1
"U.S. Stocks, Euro, Commodities Sink Amid Concern Over Europe's Future",-1
Euro Slides to One-Month Low as Treasuries Rally,0
S&P 500 Index Records Worst Drop in Almost Three Months,-1
Merkel's Party Proposes Allowing Nations to Exit Euro Without Losing EU Membership,-1
"Italian Bond Yields Surge, Intensifying Credit Crisis",-1
"Citigroup, Bank of New York Mellon, JPMorgan Chase Lead Declines in KBW Bank Index",-1
"General Motors Rescinds Break-Even Target for Europe, Shares Tumble",-1
"VIX Surges 32 Percent, Marking Biggest Increase in Almost Three Months",1
Dollar Strengthens Against 14 of 16 Major Peers,1
 Italian 10-Year Bond Yield Rises to Euro-Era Record,-1
 Barclays Capital Analysts Doubt Italy's Ability to Break Negative Dynamics,-1
 S&P GSCI Index Records Declines in All Commodities Except Coffee,-1
 MSCI Emerging Markets Index Falls for First Time in Four Days,-1
" Chinese Inflation Slows to Five-Month Low, Boosting Hong Kong-Listed Shares.",-1
"Stocks Advance on Jobless Claims as Euro, Italian Bonds Increase",1
S&P 500 Rebounds from Worst Drop Since August,1
Euro Gains and Treasuries Fall Amid European Crisis,1
Italian 10-Year Bond Yield Drops After ECB Buys Country's Debt,1
U.S. Equities Resume Gains After Surge in French Bond Yields,1
U.S. Initial Jobless Claims Decrease to Lowest Level in Seven Months,1
Energy and Industrial Companies Lead Gains in S&P 500,1
Apple Inc. Slumps as Cleveland Research Co. Reduces Earnings Forecast,-1
 U.S. Trade Deficit Unexpectedly Narrows in September as Exports Surge,1
" Federal Reserve Focuses on Reducing Unemployment, Projects Inflation Control",1
" Oil Climbs 2.5 Percent in New York, Sixth Gain in Seven Days",1
" Stoxx Europe 600 Index Slips, Erasing Earlier Gain",0
 French 10-Year Bond Yields Climb to Four-Month High,1
 S&P Confirms France's AAA Rating After Technical Error,1
 Italian Two-Year Note Yield Slides After ECB Buys Government Bonds,1
 MSCI Emerging Markets Index Slips 2.4 Percent,1
 Hang Seng China Enterprises Index Tumbles as China's Export Growth Slows.,-1
U.S. Stocks Gain on Consumer Confidence and Italy's Debt-Reduction Measures,1
Euro and Oil Prices Climb Amidst Improved U.S. Consumer Confidence,1
Italy's Bonds Gain as Senate Approves Debt-Reduction Measures,1
"Oil Reaches Three-Month High, Capping Longest Streak of Weekly Gains Since 2009",1
S&P 500 Rebounds 15 Percent from 13-Month Low,1
Walt Disney Co. Leads Dow Jones Industrial Average Higher After Exceeding Q4 Earnings Estimates,1
U.S. Consumer Sentiment Reaches Highest Level Since June,1
European Banks Rebound as BNP Paribas SA and Royal Bank of Scotland Group Plc Jump More Than 5 Percent,1
"Crude Oil Rises to Highest Since July, Capping Sixth Straight Weekly Advance",1
 MSCI Emerging Markets Index Rallies 1.8 Percent,1
 Brazil's Bovespa Surges 2.1 Percent,1
" South Korea Leaves Interest Rates Unchanged, Kospi Index Rises 2.8 Percent",1
" India's Factory Output Slows, Sensitive Index Loses 1 Percent",-1
 Funds Investing in Developing-Nation Stocks Take in $2.1 Billion in the Week Ended Nov. 9.,1
Stocks and Euro Decline as Italy's Borrowing Costs Increase,-1
German Bunds Rise Amid European Debt Crisis,-1
Copper Climbs as Japan's Economy Grows for the First Time in a Year,1
"S&P 500 Index Loses 1 Percent, Stoxx Europe 600 Index Drops 1 Percent",-1
Euro Weakens 0.9 Percent to $1.3628,1
Italy Sells 3 Billion Euros of Five-Year Notes at Highest Yield Since 1997,-1
U.S. Stocks Decline Following Statements from German Finance Minister and Chancellor,-1
Financial Companies Lead Declines in S&P 500,-1
"Boeing Secures Biggest Order in its History, Shares Rise 1.5 Percent",1
" Oil Prices Fall, Copper, Lead and Zinc Jump Amid Speculation of China Easing Monetary Policy",1
 Italy's FTSE MIB Index and Spain's IBEX 35 Lead European Benchmarks Lower,-1
" UniCredit Plans to Raise Capital by Selling New Shares, Reports 10.6 Billion-Euro Loss for Q3",-1
" Italy's 10-Year Bond Yield Increases, Demand at Auction Higher Than Last Month",-1
" French, Spanish Yields Increase, Greek Two-Year Note Yield Surges",-1
" Euro Weakens Against Yen, Pound Drops Against Dollar",-1
" Japan's GDP Grows 6 Percent in Last Quarter, Nikkei 225 Index Surges",0
" MSCI Emerging Markets Index Climbs, Led by Asian Markets",-1
U.S. Stocks Rise Amid Speculation of New Italian Government,1
"Euro Pares Losses, Treasuries Erase Advance",-1
Italian 10-Year Yields Top 7 Percent,0
U.S. Treasury Yields Fall One Basis Point to 2.05 Percent,1
"Oil Rises to $99.37 a Barrel, a Three-Month High",1
U.S. Retail Sales Report Shows 0.5 Percent Gain,1
Bank of America Corp. Reports Net Credit Card Write-Offs and Delinquencies Decline,1
S&P 500 Rallies 14 Percent from Year's Low on Oct. 3,1
Citigroup Economic Surprise Index for the U.S. Rises to Highest Level Since April 1,0
 European Union Lawmakers Back Proposed Short-Selling Law,0
 EU's Gross Domestic Product Increases 0.2 Percent,0
 Cost for European Banks to Fund in Dollars Rises to Three-Year High,0
 Spain Sells 3.16 Billion Euros of Bills at Higher Rate,0
 French 10-Year Bonds Yield Increases to Record High,-1
 MSCI Emerging Markets Index Falls 0.9 Percent,1
 South Africa's Rand Weakens 2.1 Percent Against the Dollar,0
 South Korea's Kospi Index Retreats 0.9 Percent,-1
 India's Sensex Index Sinks 1.4 Percent.,-1
U.S. Stocks Drop as Fitch Warns of Debt Contagion,-1
Oil Prices Surge to Five-Month High Above $102,1
Euro Weakens Amidst European Debt Crisis,-1
Fitch Ratings Highlight Risk to American Banks from European Debt Crisis,-1
Federal Reserve Bank of Boston Suggests Coordination with ECB to Fight Credit Market Turmoil,-1
Bank of England Warns of Global Economic Impact from Unresolved European Debt Crisis,-1
"JPMorgan Chase & Co., Citigroup Inc. and Goldman Sachs Group Inc. Stocks Slide",-1
Fitch Maintains Stable Outlook on U.S. Banking Industry Despite Rising Risks,-1
"Rambus Inc. Loses $3.95 Billion Jury Trial, Stock Plunges",-1
" Abercrombie & Fitch Co. Profit Misses Estimates, Stock Tumbles",-1
 U.S. Industrial Production Advances Despite European Crisis,-1
" Enbridge Inc. Acquires ConocoPhillips's Pipeline Share, Plans Reversal",-1
 Mario Monti Sworn in as Italian Prime Minister and Finance Minister,-1
 German Chancellor Angela Merkel Advocates for Closer EU Ties,-1
" U.K. Unemployment Rises, Pound Slides Against Dollar",-1
 MSCI Emerging Markets Index Falls,-1
 Hang Seng China Enterprises Index in Hong Kong Tumbles,-1
 South Korea's Kospi Index Drops.,-1
U.S. Stocks and Commodities Slide Amidst Concerns Over Europe's Debt Crisis,-1
Euro Erases Gain as Treasuries Advance,0
"S&P 500 Index Loses 1.7 Percent, Closes at 1,216.13",-1
Euro-Area Official Denies Plans for Aid for Italy from European Financial Stability Facility,-1
Republicans and Democrats on Congress's Supercommittee Fail to Agree on Deficit Cut Plans,-1
"Commodity Producers, Technology Companies, and Financial Firms Lead Declines in S&P 500",-1
Jefferies Group Inc. Shares Fall Amidst Turmoil from Collapse of MF Global Holdings Ltd.,-1
"Oil Prices Retreat Below $100 a Barrel, Silver Futures Tumble 6.9 Percent",-1
"Dollar Strengthens Against 11 of 16 Major Peers, Dollar Index Rises for Fourth Straight Day",0
 U.S. Treasuries Gain as Investors Seek Safe Haven Amidst Market Turmoil,-1
" Two-Year Swap Spreads Climb, Indicating Deteriorating Bank Creditworthiness",-1
" U.S. Banks Face Serious Risk if Europe's Debt Crisis Deepens, Warns Fitch Ratings",-1
 Jobless Benefits Applications Decrease to Lowest Level in Seven Months,-1
" Housing Starts Decrease 0.3 Percent in October, Building Permits Jump 10.9 Percent",-1
 Pressure Mounts for Debt Committee to Agree on Proposal by Nov. 23 Deadline,-1
" European Central Bank Buys Italian Debt, Sending 10-Year Yield Below 7 Percent",-1
 Italian Prime Minister Mario Monti Wins Confidence Vote in Senate,-1
 European Stocks Retreat as French and Spanish Borrowing Costs Climb,-1
" Spain Sells 10-Year Bonds at 6.975 Percent, France Sells 2016 Notes Yielding 2.82 Percent",0
 German Chancellor Angela Merkel Rejects Joint Euro-Area Bonds and ECB as Lender of Last Resort,-1
" Emerging Markets Index Slides 0.8 Percent, Brazil's Bovespa Declines 2.7 Percent.",-1
Euro and Italian Bonds Rise on ECB Purchases,1
S&P 500 Caps Worst Weekly Drop Since September,0
Treasuries Fall as Euro Appreciates,1
ECB Buys Sovereign Debt for Fifth Straight Day,-1
Technology and Energy Companies Lead Declines in S&P 500,-1
Salesforce.com Tumbles 10 Percent as Billings Miss Estimates,-1
Boeing Gains 2.1 Percent After Winning Provisional Order for 230 Planes,1
U.S. Economy May End 2011 Growing at Fastest in 18 Months,0
German Officials Consider More Orderly Defaults Beyond Greece,0
 ECB President Expresses Impatience with Leaders' Failure to Act,0
 Italian 10-Year Yield Falls Below 7 Percent Level,1
 Euro Strengthens Against 14 of 16 Major Peers,1
 Cost for European Banks to Fund in U.S. Currency Remains High,1
 Cotton and Natural Gas Lead Losses in Commodities,-1
 MSCI Emerging Markets Index Extends Weekly Drop to 3.8 Percent,0
 New Home Prices Fall in Some Chinese Cities,1
 Funds Investing in Developing Nations Withdraw $183 Million in a Week.,0
Stocks Slump as Treasuries Rise on U.S. Budget Concerns,-1
Euro Trims Loss Amid Global Market Fluctuations,-1
U.S. Government Faces $1.2 Trillion in Automatic Spending Cuts,-1
S&P 500 Index Closes at Six-Week Low,-1
European Government Debt Default Insurance Costs Approach Record High,-1
U.S. Deficit-Cutting Congressional Supercommittee Fails to Reach Agreement,-1
German Finance Ministry Reports Slowing Economic Expansion,-1
Moody's Cites Rising Financing Costs as Challenge for France,0
S&P 500 Extends Decline Following Poor Performance Last Week,-1
 Bank of America Corp. Shares Slide to Lowest Since March 2009,-1
" Failure of Supercommittee Could Lead to S&P 500 Drop, Warns Goldman Sachs",-1
 JPMorgan Chase & Co. Predicts Non-Extension of Economic Support Programs,-1
 European Banks' U.S. Currency Funding Costs Reach Highest Since December 2008,-1
 MSCI Emerging Markets Index Hits One-Month Low,-1
U.S. Stocks Retreat as Growth Misses Forecast,0
"Spain's Borrowing Costs Double, Yields Rise",-1
S&P 500 Index Experiences Longest Slump in Four Months,0
Federal Reserve Discusses More Stimulus Efforts,0
U.S. GDP Grows Less Than Estimated in Q3,0
Global Equity Values Lose $3.3 Trillion Amid European Credit Crisis,0
Financial Firms Lead S&P 500 Decline,0
"Fed Asks Largest U.S. Banks to Test Against Severe Recession, European Market Shock",0
Spain's 10-Year Bond Yield Reaches Highest Since 1997,-1
 Germany Rejects Calls to Counter Market Turmoil Amid Spain's Surging Financing Costs,-1
 European Commission President Expects Italy to Narrow Budget Deficit,-1
 Belgian Bond Spreads Trade at Levels Implying BBB Credit Rating,1
 Euro Strengthens Against 10 of 16 Major Peers,0
" MSCI Emerging Markets Index Slips, Erasing Earlier Gains",0
" Egypt's EGX 100 Index Declines Amid Government Resignation Offer, Continued Protests.",-1
"Stocks, Commodities Slump as European Bond Risk Climbs to Record",-1
S&P 500 Sinks for a Sixth Straight Day Amid Rising European Debt Crisis,-1
German Bund Auction Fuels Concern Over Worsening Debt Crisis,-1
MSCI Emerging Markets Index Extends Longest Slide Since 2009,-1
Euro Weakens to Six-Week Low After German Bond Auction Failure,-1
European Services and Manufacturing Output Shrink for Third Month,-1
China's Manufacturing Contracts by Most Since March 2009,-1
"U.S. Durable Goods Orders Fall, Jobless Claims Top Forecasts",-1
S&P 500 Extends November Tumble to 7.3 Percent,-1
 Financial Shares in S&P 500 Lead Market's November Slide,-1
 Federal Reserve Orders Stress Tests for 31 Largest U.S. Banks,-1
 U.S. Sells $29 Billion of Seven-Year Securities at Record Low Yield,-1
 JPMorgan Chase Downgrades Commodities to Underweight,-1
 Euro Weakens Amid Investor Concern Over Possible Eurozone Breakup,-1
" MSCI Emerging Markets Index Loses 2.8 Percent, Longest Slump Since 2009",-1
 Turkish Lira Retreats After Fitch Ratings Cuts Turkey's Outlook to Stable.,-1
"Stocks Fall, Credit Risk Rises to Record on Merkel Bond Comments",-1
Merkel Rules Out Joint Euro-Area Borrowing,-1
"Italian Bonds Decline, Yield Climbs Above 7.1 Percent",-1
Cost of Insuring European Government Debt Against Default Rises to a Record,-1
Euro Bonds Deemed Not Needed and Not Appropriate by Merkel,0
German Business Climate Index Increases to 106.6 from 106.4 in October,-1
S&P Signals Possible Lowering of Japan's Sovereign Credit Rating,-1
